column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
"Khairy should withdraw and invite Tunku Makhota Johor to head the team to be responsible  for TN 2050 to restore Malaysia’s greatness and vision as a united, harmonious, progressive and prosperous Malaysia which is a model to the world",20170710,5 Comments,"{SuperStringhg}{10 July 2017}{12:07 pm} Tunku Ismail is right. The whole fury and might of the UMNO/BN has been turned on the Rakyat Now. Najib knows that he will have to break you or lose the election. If you can stand up to him, all Malaysia may be freed and the life of the Malaysians may move forward into a new nation that embraces justice and equality, promote freedom and share prosperity.
But if you fail, then Malaysia, including Sarawak and Sabah States, including all that you have known and cared for, will sink into the abyss of a new dark age made more sinister, and perhaps more protracted, by the lights of Perverted laws. Brace yourselves to your duties, and so bear yourselves, that if Malaysia last for a thousand years, men and women will still say, This was their finest election.","{Bigjoe}{10 July 2017}{3:20 pm} During the begining of the 1MDB scandal, KJ had kept much more quiet. These days he has opened his mouth much more personally.","{Bigjoe}{10 July 2017}{3:23 pm} The Malays need more than just Reformasi, in fact, they need and ENTIRE REVOLUTION.","{Sallang}{10 July 2017}{4:37 pm} YB Lim, boleh kah TMJ mentitah rakyat Johor supaya memikir masak masak, sebelum membuang undi dlm PRU 14?
That will be tsunami Johor.","{Bigjoe}{11 July 2017}{4:59 am} In the coming GE. The someone must keep repeating UMNO akan curi selama lamanya, Cukai sentiasa Naik, Barang sentiasa Naik and in Sarawak, Sabah, Hudud sentiasa tambah",,,,,
"The RM117 million pink diamond necklace money-laundered from 1MDB funds by Jho Low and gifted to “wife of MO1” is beyond the capability of over 99% of Malaysians, even from their multiple life-time incomes or earnings",20170709,4 Comments,"{FreeAsian}{10 July 2017}{6:59 am} Purchasing a diamond costing RM117 million is way beyond the capability of over 99.99% of Malaysians. Someone needs to be earning, or perhaps stealing, one RM billion or more to even consider purchasing a diamond that expensive. Liow and his MCA leaders are just UMNO lapdogs, and it is now very clear to everyone. When the time comes, and believe me, it will come, I propose that such people be prosecuted for conspiracy to hide money laundering; they cannot be guilt-free because it is blatantly obvious that they are part of the conspiracy.","{Sallang}{10 July 2017}{4:55 pm} MCA, as a political party, should be deregistered for the fact that the public were brought to JPN to change their addresses. I was informed that some body opposed my application by JPN. I was told to register again, otherwise I have to vote at my original location.
So be it.Even if  my application were to be approved, I will vote the opponent of MCA, the good for nothing people.","{Bigjoe}{10 July 2017}{6:17 pm} Najib is blaming Mahathir for anything he can lay your hands on, all of which he had a hands to cover up even partake in it’s making like MAS.","{good coolie}{13 July 2017}{11:27 pm} Orang kaya=22-carat diamond necklace (Pink Panther); orang miskin=RM22 karat iron-necklace. Ini kan biasa, Saudara Lim! We should be proud our Great Leader can afford to buy Pink Panther (Indonesia punya Djokowi mana mampu beli Pink Panther). Don’t be jealous of Ah MO1.",,,,,,
DAP is not afraid of holding CEC elections but only UMNO’s perversity and capriciousness to use RoS to sabotage the DAP preparations for the 14GE for a change of  Federal government in Putrajaya,20170709,4 Comments,{Bigjoe}{9 July 2017}{4:04 pm} Either they are trying to use the following of ROS instruction to trumpet DAP admission of wrong doing OR they have set it up such that the can disqualify or attack using the new election.,"{ezraanne ezra}{9 July 2017}{5:30 pm} UMNO BN are perverts who will just rape as they please, use back door, and at same time such pussies behaving like whores so long they get what they want how they want.  Their leaders lie, stab people in the back, scare rakyat, pin rakyat, create chaos.  They will do whatever it takes to still grip to power.  They will use every little wicked trick to force DAP out of the picture.  They are so dead afraid of the people’s power in the DAP.  To them rid DAP they rid Pakatan Harapan.","{ezraanne ezra}{9 July 2017}{7:11 pm} Believe me, they will create ‘pengganas’ to ultimately create the exigency situation emergency state and hey presto they will freeze and paralyse the country and all who are against them.  Indefinitely, under the power of PM, even when the two bulls (defence aka special powers minister, DPM aka home minister) are silently heads against horns with each other.","{Bigjoe}{9 July 2017}{8:44 pm} They just announced electricity tariff increase in January – election will be Nov, early Dec before the rain.",,,,,,
"Pathetic, with Shafie as the lone voice against the tide of informed opinion and  putting up  his worst defence ever for the unconstitutional extension of Raus and Zulkefli for the top two judicial posts in the country",20170709,1 Comment,{Bigjoe}{9 July 2017}{4:45 am} Why is UMNO lawyer have such privilleges information on appt of CJ that now raises urgency of criminality of 9m payment from 1MDB money?,,,,,,,,,
Miranda Kerr holidayed on Malaysian billionaire’s yacht after split from Orlando Bloom,20170708,4 Comments,"{bruno}{8 July 2017}{8:55 pm} Only a chubby stupid fool would flaunt his ill gotten wealth so publicly.If only this stupid fool could remain silent as a church mouse,this mother of all financial scandals might be outed five years or more later or even never.","{good coolie}{9 July 2017}{12:56 am} This Wan Emdibi is kind-hearted indeed. Banyak dia belanja! Seize all the ill-gotten assets, U.S.A/Russia, “if you are listening.” Return them to us, s’il vous plait. We can sell all the carats to the tin-karat chap and get something out of it for the poor people, including some of our students who are surviving on tea and buns (“believe me!”).","{undertaker888}{9 July 2017}{5:59 pm} Fatman of Manchester is pretty much silent on this while harping on LGE”s bungalow. MO1″s stepson owns multi-million dollar property in US, the Fatman is also pretty much quiet. All these ill gotten wealth is mountainful compared to LGE”s mole hill.","{good coolie}{13 July 2017}{11:47 pm} It seems 1 MDB has secretly done a lot of good for Malaysians like throwing a few coins, a few pieces of meat and some bread, to us beggared Malaysians. In return we allow them to  squander RM50 billion in needless losses, and allow undeserving people to get gifts of yachts, artworks, 22-carat diamond necklaces, etc. at our expense. Are we Stupid? Maybe.",,,,,,
Late-night announcement of appointment of Raus Sharif as “additional judge” and extension of tenure  as chief justice for another three years unprecedented and unconstitutional – plunging Malaysia into new constitutional crisis,20170708,2 Comments,"{Bigjoe}{8 July 2017}{10:00 am} The issue is WHY EVEN DO THIS? Why push for such an act at a time Najib and UMNO/BN plate is full of messes? As many pointed out, plenty of people able to take over EVEN MANY who are willing to pliable to Najib and UMNO/BN?  ","{good coolie}{8 July 2017}{2:10 pm} Hadi doesn’t care. The more the Federal Constitution is undermined the better. When, at last, people start disrespecting the Federal Constitution, the stage is set for alternative systems of law. He will point to the rampant corruption of our leaders as proof that the Federal Constitution is a “man-made law” incapable of serving the country. Meanwhile, he will support wrong-doers as much as he can.",,,,,,,,
RoS decision for  fresh DAP CEC election  as DAP CEC election in 2012 and re-election in 2013 not lawful and valid  most ridiculous,20170707,3 Comments,"{undertaker888}{8 July 2017}{1:37 am} When the Fatman swallowed too much cash, expect him to vomit out lies, fake news and everything in between.",{Bigjoe}{8 July 2017}{3:55 am} It’s clear Najib is now taking the reigns personally on attacks against the opposition. This came because Najib sent message it is be done. ,{Bigjoe}{8 July 2017}{8:28 pm} The ROS  issued a public statement to instruct DAP instead of a letter to the party?? Zahid Hamidi is right the ROS is unprofessional. Guess now we need RCI on the ROS? ,,,,,,,
"Hishammuddin cannot be more wrong – the issue is not whether he has “nothing to hide” but why as Defence Minister, he could not answer questions about whether military intelligence chief  had  received RM7 million  from Najib a month before the last GE?",20170707,1 Comment,{Bigjoe}{8 July 2017}{6:25 am} Najib abuses power and corrupt the powerful like Rosmah buys jewelry and luxuries. ,,,,,,,,,
"Will Hadi support the return to the people of Malaysia the  billions of ringgit worth of jewelleries, art pieces and luxury properties misappropriated by Jho Low from 1MDB and gifted to  Leonardo DiCaprio, Miranda Kerr, “wife of MO1” and others?",20170707,1 Comment,{Bigjoe}{8 July 2017}{9:22 pm} Let’s stop pandering to Hadi by not talking about the elephants in the room.,,,,,,,,,
I will quit DAP if it is a Christian party,20170707,1 Comment,"{good coolie}{8 July 2017}{2:45 pm} “Separation of Church and State” is indeed a desirable principle. It encourages freedom of religion. In Malaysia, the Federal Constitution, being a secular constitution, does not stand in the way of a plurality of religions being practised.",,,,,,,,,
Father of modern Malaysia backs jailed former deputy in attempt to oust PM,20170706,3 Comments,"{Bigjoe}{6 July 2017}{9:57 pm} What Najib fear most about Mahathir is his decisiveness, single mindedness once he makes up his mind. It’s where Najib fails badly compared to Mahathir. Mahathir simply does not let issue distract him, do anything necessary to get to his goal.",{good coolie}{7 July 2017}{12:14 am} He puts a noose into the nose of the beloved Malaysian buffalo and leads it wherever he wills it to go.  I would’nt touch Mahatir with a ten-foot pole. “What to do”? It is a sad state that we have to rely on the thief to guard the fence. Najib is indeed worse!,{ezraanne ezra}{7 July 2017}{1:39 am} Well he’s a physician a medical doctor.  Physicians are known for their precisiveness.  They are trained to be decisive.  They have to be.,,,,,,,
Does Prime Minister Najib know that he is the”MO1” referred to in the US DOJ lawsuits to forfeit US$1.7 billion 1MDB-linked assets money-laundered through American banks?,20170706,2 Comments,"{Bigjoe}{7 July 2017}{4:30 am} A more interesting question is does Najib knows how bad it looks that HE alone is making ultimate decision Tourism tax. It makes it look like what the big suspicion is about – raising taxes because his admin is running out of money, because he wasted too much specifically with 1MDB.","{good coolie}{8 July 2017}{3:02 pm} Saya MO1, engkau PO1. Okay, mari kompromi. Saya tak pakai 2.5 billion ringgit (kalau terima pun dah kasih baliklah kepada Sheik). Engkau tak beli bangalo dari “Jual-Murah” (depan Police Barracks, Pulau Pinang). Lagipun, saya tak tahu langsung mengenai berlian Pink Panther. Ada lain.",,,,,,,,
Congrats to Najib in getting Hadi to be his chief defender on 1MDB scandal  as the PAS President himself  is worth more than the phalanx of overly-paid local and foreign and media consultants and propagandists,20170706,1 Comment,"{Bigjoe}{6 July 2017}{9:37 am} Its a very good point, Hadi Awang, if he is not corrupt as he says, LOOKS SAD AND PATHETIC, doing it for nothing including not furthering his own suppose cause, while Najib is paying these fools a boatload of money and laughing at him all the way to the bank..",,,,,,,,,
